"","GEOID","Tract","INDI_1_21n1_fam","INDI_1_21n1_sing_women","INDI_1_31n4","INDI_1_31n3","INDI_1_31n7","INDI_1_31n8","INDI_4_22n1","INDI_4_31n1","INDI_4_31n2","INDI_4_31n3","INDI_4_31n4","INDI_4_31n5","INDI_4_31n6","INDI_8_52n1","INDI_8_61n1","INDI_8_61n2_1","INDI_8_61n2_2","Disc_labor","Disc_sc_enroll","STEM_major","INDI_9_22n1","INDI_9_c1n1","inad_plum","inad_rooms","INDI_11_31n2","use_pub_trans","Earn_lessthan_35K_30p_house_cost","percent_of_renters"
"1","","","Current poverty levels as defined by USA, by sections of the population. {family}(des)","Current poverty levels as defined by USA, by sections of the population. {single women}(des)","Percent of people covered by at least one social protection benefit, by sections of the population (FOOD STAMPS) (des)","Percentage of population receiving TANF, by sections of the population","Percent of people with disabilities receiving disability cash benefit (Unemploy)","Unemploy below poverty level, receiving cash benefits","Percentage of 3, and 4 year children attending preschool programs, by section of population.Census 3 to 4 year olds enrolled in school (asc)","Percentage of adults with did not complete high school or high school equivalency, by section of population. {%s high school completeion}.Adults with less than high school (25 yeards old or higher)(desc)","Percentage of adults that complete high school or high school equivalency, by section of population.","Percentage of adults who have attending college, by section of population","Percentage of adults who have earned a 1 year or 2 year professional certificate or an Associates Degree, by section of population.","Unemployment rate, by section of population.","Employment rate of youth ages 15 - 21, by section of the population.Unemployment 16 to 19 years (asc)","Percentage of adults who have earned a Graduate degree or higher, by section of population","High school completion rate, by section of the population. Over 25 years that completed high school (asc)","High school completion rate, by section of the population. Population between 18 and 24 that completed highschool(asc)","Disconected participation labor force of the young","Disconected school enroll of the young","Percent of adults that studied in a STEM field","Ratio of manufacturing jobs to all jobs, by section of population (des)","Availability of high speed data services. (percentage of homes)(asc)","Inadequate Plumbing","Inadequate N of rooms","Ratio of available housing stock to population growth. (affordability). 35% or more of household income (des)","Use public transportation to go to work when they have a vehicle available","Earn less than 35k and spend more than 30% in housing cost","Percent of families that live in a rented place",""
"2","42003010300","Census Tract 103, Allegheny County, Pennsylvania","38.1","51.2","21.6","48","0.0116207003408739","0.00263402541059808","100","84.4","0.369062631357713","0.260613703236654","0.0941572089113073","0.064312736443884","0.0559058427910887","12.1","23.6","84.4","3.8","34.6783558282209","0.852269938650307","0.405498281786942","2.3","79.7","0","0.0171821305841924","53.19","0.299610894941634","45","0.831615120274914"
"3","42003020100","Census Tract 201, Allegheny County, Pennsylvania","11.5","33.3","10","78","0.0192225544639043","0.00491243058521999","100","99.1","0.0740740740740741","0.109811565951917","0.048408057179987","0.311241065627031","0.44769330734243","4.1","65.2","99.1","1.4","57.6851620947631","0.910847880299252","0.256018341612533","4.9","82.8","0","0.0156118143459916","32.91","0.142988084326306","23.7","0.819831223628692"
"4","42003020300","Census Tract 203, Allegheny County, Pennsylvania","0","0","1.6","0","0.01036866359447","0","100","99.8","0.0370828182941904","0.072929542645241","0.0580964153275649","0.467243510506799","0.362175525339926","1.9","88.4","99.8","3.4","96.6101694915254","0.186440677966102","0.29676511954993","12.8","92.2","0","0.0561622464898596","31.88","0.0954545454545455","7.2","0.881435257410296"
"5","42003030500","Census Tract 305, Allegheny County, Pennsylvania","34.7","39.6","39.4","157","0.120087336244541","0.0199781659388646","100","82.5","0.414800995024876","0.175995024875622","0.0696517412935323","0.116915422885572","0.0478855721393035","19.1","36.2","82.5","14.3","59.8624060150376","0.605263157894737","0.168498168498169","2","53.3","0.0109489051094891","0.0136861313868613","54.96","0.186046511627907","50.4","0.763686131386861"
"6","42003040200","Census Tract 402, Allegheny County, Pennsylvania","28","42.1","39.4","53","0.0703611457036115","0.0338729763387298","0","90.8","0.37960687960688","0.137592137592138","0.058968058968059","0.142506142506143","0.189189189189189","16.8","40.5","90.8","0","54.1871212121212","0.877525252525252","0.29020979020979","7.2","66.9","0","0.0238473767885533","48.21","0.273291925465839","37.2","0.742448330683625"
"7","42003040400","Census Tract 404, Allegheny County, Pennsylvania","10.9","20","0","34","0.0299644489588624","0",,"99.3","0.0637554585152838","0.0873362445414847","0.0262008733624454","0.337117903930131","0.478602620087336","5.2","39.6","99.3","0","46.1074733096085","0.958481613285884","0.329329329329329","1.7","75.9","0.0100250626566416","0.0584795321637427","80.38","0.121642969984202","48.5","0.466165413533835"
"8","42003040500","Census Tract 405, Allegheny County, Pennsylvania","49.2","63.6","1.2","59","0.0198381623596972","0.00140955364134691","100","94.5","0.158690176322418","0.214105793450882","0","0.408060453400504","0.163727959697733","6.6","53.1","94.5","1","58.368520675597","0.94612696563774","0.622881355932203","4.9","90.3","0","0.0123674911660777","85.41","0.132760898282695","66.8","0.946996466431095"
"9","42003040600","Census Tract 406, Allegheny County, Pennsylvania","13.4","0","1","17","0.021087160262418","0.00328022492970947",,"73.6","0.115577889447236","0.173366834170854","0.050251256281407","0.291457286432161","0.105527638190955","7.4","60.6","73.6","0.9","67.8241935483871","0.870967741935484","0.419161676646707","3.2","83.9","0","0.0168161434977578","73.41","0.201492537313433","62","0.876681614349776"
"10","42003040900","Census Tract 409, Allegheny County, Pennsylvania","30.4","49.2","13.4","83","0.0316757493188011","0.00565395095367847","100","90.1","0.227097767513472","0.179368745188607","0.103156274056967","0.168591224018476","0.223248652809854","10.6","49.2","90.1","0","50.9681318681319","0.828449328449329","0.497373029772329","2.2","78.5","0","0.0256211180124224","66.63","0.124251497005988","49.1","0.687888198757764"
"11","42003050100","Census Tract 501, Allegheny County, Pennsylvania","42.3","55.7","55.4","218","0.0741433021806854","0.0245482866043614","32.3","77.8","0.285714285714286","0.286462228870606","0.128646222887061","0.0261780104712042","0.0508601346297681","19.6","49.3","77.8","3.9","72.6576642335766","0.434306569343066","0.116504854368932","3.3","48.7","0","0","40.06","0.592150170648464","40.5","0.721887550200803"
"12","42003050600","Census Tract 506, Allegheny County, Pennsylvania","13.1","27.4","20.8","62","0.0624669137109582","0.0112758073054526","0","91.2","0.302606484424666","0.15829624920534","0.0661157024793388","0.157660521296885","0.227590591226955","6.9","45.4","91.2","30.8","62.95","0.370253164556962","0.187017001545595","3","63.7","0","0.0408388520971302","33.93","0.0924702774108322","32.8","0.378587196467991"
"13","42003050900","Census Tract 509, Allegheny County, Pennsylvania","53.6","43.6","55.7","187","0.106212424849699","0.051503006012024","66.7","87.4","0.504358655043587","0.240348692403487","0.0734744707347447","0.0485678704856787","0.0074719800747198","29.8","39.2","87.4","33.6","69.1974358974359","0.307692307692308","0.101694915254237","2","44.7","0.0177215189873418","0.0215189873417722","28.42","0.444444444444444","34.7","0.9"
"14","42003051000","Census Tract 510, Allegheny County, Pennsylvania","60.1","60.6","30.9","104","0.0362642821659215","0.00715350223546945","72.7","91.7","0.306944444444444","0.301388888888889","0.0416666666666667","0.075","0.191666666666667","7.6","40.6","91.7","1.4","35.4967889908257","0.88302752293578","0.326633165829146","2","67.5","0","0","58.95","0.67741935483871","59.8","0.895027624309392"
"15","42003051100","Census Tract 511, Allegheny County, Pennsylvania","0","0","70.7","0","0.058252427184466",,"0","75.8","0.621052631578947","0","0.0526315789473684","0.0842105263157895","0","19.4","52.4","75.8","0",,"0","0","11.1","46.3","0","0","21.95","1","12.2","1"
"16","42003060300","Census Tract 603, Allegheny County, Pennsylvania","16.4","39.3","16.7","72","0.0256288561936402","0.0131466540104414","0","92.6","0.164718384697131","0.184909670563231","0.0377258235919235","0.316684378320935","0.222104144527099","7.8","72.5","92.6","6.4","73.3809523809524","0.792207792207792","0.152270703472841","13.8","79.5","0.00561797752808989","0.0224719101123595","34.18","0.135433070866142","26","0.554574638844302"
"17","42003060500","Census Tract 605, Allegheny County, Pennsylvania","5.4","15.6","14.4","14","0.00825082508250825","0.0301980198019802","100","92.3","0.242673992673993","0.169413919413919","0.0805860805860806","0.272893772893773","0.157509157509158","4.7","71.4","92.3","0","81.6256","0.416","0.192883895131086","7.1","73.6","0","0","24.01","0.227951153324288","22.2","0.487430167597765"
"18","42003070300","Census Tract 703, Allegheny County, Pennsylvania","0","0","0.9","0","0.00294550810014728","0","100","96.7","0.0890282131661442","0.0777429467084639","0.0300940438871473","0.363636363636364","0.406269592476489","1.7","69.4","96.7","0","73.0466063348416","0.805429864253394","0.222525597269625","3.5","93.6","0","0","41.16","0.244915254237288","19.8","0.697102721685689"
"19","42003070500","Census Tract 705, Allegheny County, Pennsylvania","9.6","27.6","1.5","46","0.00295566502463054","0.00397372742200328","100","99.5","0.0331793364132717","0.0289794204115918","0.000419991600167997","0.407811843763125","0.524989500209996","2.7","71","99.5","0.2",,"0.605882352941176","0.343563172578717","5.5","92.7","0","0.0100614868641699","37.23","0.336211548839719","26.5","0.813303521520402"
"20","42003070600","Census Tract 706, Allegheny County, Pennsylvania","0","0","0.8","0","0.0130890052356021","0.00445026178010471","100","99.7","0.059010152284264","0.0723350253807107","0.0285532994923858","0.312817258883249","0.524746192893401","2.5","71.7","99.7","0","71.8796407185629","0.565868263473054","0.282772820864791","8.9","92.2","0","0","36.35","0.459684893419833","27.6","0.615993665874901"
"21","42003070800","Census Tract 708, Allegheny County, Pennsylvania","4.3","0","0","13","0.0111731843575419","0","74","98.4","0.0426008968609865","0.047085201793722","0.0672645739910314","0.322122571001495","0.505231689088191","1.6","65.9","98.4","0",,"0.45353982300885","0.346872461413485","8.7","90.5","0","0.0458801498127341","53.19","0.256906077348066","23.8","0.789325842696629"
"22","42003070900","Census Tract 709, Allegheny County, Pennsylvania","9.5","55.6","1","49","0.0141325536062378","0.00155945419103314",,"95.4","0.102414330218069","0.0545171339563863","0.0338785046728972","0.323208722741433","0.440420560747664","4.5","53.2","95.4","0.5","43.531074168798","0.877237851662404","0.415185007208073","5.8","88.7","0","0.0502024291497976","64.76","0.349215572341662","47.2","0.711740890688259"
"23","42003080200","Census Tract 802, Allegheny County, Pennsylvania","16.1","38.5","17.7","47","0.0668965517241379","0.00579310344827586","0","96.1","0.324921135646688","0.175867507886435","0.0796529968454259","0.224763406940063","0.15615141955836","2.1","67.4","96.1","0","85.3042553191489","0.436170212765957","0.224231464737794","3.4","68","0","0","36.83","0.239709443099274","30.3","0.661308840413318"
"24","42003080400","Census Tract 804, Allegheny County, Pennsylvania","16.3","32.7","5.7","37","0.0102319236016371","0.00259208731241473","62.5","99.7","0.186323092170466","0.112983151635282","0.0981169474727453","0.304261645193261","0.295341922695738","3.4","65.6","99.7","2","62.5697624190065","0.73866090712743","0.262924667651403","2.7","82.9","0.0198757763975155","0.00745341614906832","52.95","0.271464646464646","41.2","0.681987577639752"
"25","42003080600","Census Tract 806, Allegheny County, Pennsylvania","1.9","28.6","3.6","6","0.00488599348534202","0.00971769815418024","100","98.8","0.137865311308767","0.0698856416772554","0.0508259212198221","0.348792884371029","0.380559085133418","8.8","71.8","98.8","15.8","70.1335820895522","0.470149253731343","0.333864541832669","3.7","84.8","0","0.0286506469500924","22.87","0.176279447603574","19.1","0.573937153419593"
"26","42003080700","Census Tract 807, Allegheny County, Pennsylvania","13.3","19.1","9.5","37","0.0278907611853574","0.0176641487507263","0","97.9","0.119178082191781","0.0815068493150685","0.0582191780821918","0.323972602739726","0.396575342465753","4.4","66.4","97.9","22.4","66.8844444444444","0.581481481481481","0.216105176663928","2.7","81.8","0","0.0070298769771529","43.6","0.338461538461538","42.2","0.829525483304042"
"27","42003080900","Census Tract 809, Allegheny County, Pennsylvania","8.6","26.7","7.1","22","0.0111731843575419","0","18.2","95.2","0.128262490678598","0.0879940343027591","0.0499627143922446","0.364653243847875","0.321401938851603","0.9","77.6","95.2","0","53.4992647058824","0.6875","0.242094861660079","5.1","82.5","0","0.00606673407482305","26","0.312440645773979","16.6","0.713852376137513"
"28","42003090100","Census Tract 901, Allegheny County, Pennsylvania","10.5","10.8","8.8","41","0.0377568017767907","0.00516379789006108","100","88.4","0.17905824039653","0.100991325898389","0.0576208178438662","0.333333333333333","0.212515489467162","1.7","72.9","88.4","2.1","93.5673796791444","0.352941176470588","0.157041540020263","8.8","70.4","0","0","16.94","0.131578947368421","16.6","0.540826128722382"
"29","42003090200","Census Tract 902, Allegheny County, Pennsylvania","12.1","14.1","14","68","0.00619674670797831","0.00317583268783888","56.7","92.6","0.267085953878407","0.122851153039832","0.0846960167714885","0.258700209643606","0.192872117400419","4.6","63.4","92.6","4.8","82.2015228426396","0.182741116751269","0.140585774058577","6.9","72.9","0.00678733031674208","0","24.21","0.246346555323591","20.8","0.608597285067873"
"30","42003090300","Census Tract 903, Allegheny County, Pennsylvania","5.4","13.8","11.6","15","0.0434250764525994","0.0126605504587156","70","92.1","0.264280798348245","0.163110805230557","0.0874053682037164","0.287680660701996","0.118375774260151","11.4","60.6","92.1","0","69.2340659340659","0.478021978021978","0.149519890260631","5.4","74","0","0.00226757369614512","38.69","0.251116071428571","24.1","0.617913832199546"
"31","42003100500","Census Tract 1005, Allegheny County, Pennsylvania","15.5","27.6","19.2","83","0.0242460082791248","0","54.8","91.9","0.2421875","0.207682291666667","0.0904947916666667","0.208984375","0.169921875","4.8","61.2","91.9","0","59.225","0.560975609756098","0.308426073131955","4.3","72.3","0","0.010989010989011","47.1","0.131201764057332","24.3","0.316483516483516"
"32","42003101100","Census Tract 1011, Allegheny County, Pennsylvania","6.6","15","7.7","29","0.0376949740034662","0.00736568457538995","0","94.6","0.255226057365095","0.128342245989305","0.0627126883811376","0.346621293145357","0.152649489547885","3.2","78.4","94.6","1.3","63.7628975265018","0.498233215547703","0.219165927240461","5.6","80.9","0","0.00230237912509593","31.5","0.13479809976247","22.5","0.534151957022256"
"33","42003101400","Census Tract 1014, Allegheny County, Pennsylvania","7.7","24.2","8.5","60","0.00946252838758516","0.00666161998485996","100","93.8","0.257984238905019","0.165491497304023","0.0398175031107424","0.27789299046039","0.196598921609291","5.6","63.6","93.8","0","63.1851239669421","0.5","0.105132450331126","5.3","75","0.0179640718562874","0.0126413838988689","43.66","0.14554905782976","22.3","0.353293413173653"
"34","42003101600","Census Tract 1016, Allegheny County, Pennsylvania","47.3","57.1","52.8","148","0.0321637426900585","0.0637426900584795","69.9","87.1","0.492395437262357","0.159695817490494","0.0722433460076046","0.0570342205323194","0.0893536121673004","18.6","41.1","87.1","0","50.4711229946524","0.593582887700535","0.350649350649351","5.3","74.9","0.0175879396984925","0","61.54","0.341176470588235","42.5","0.708542713567839"
"35","42003101700","Census Tract 1017, Allegheny County, Pennsylvania","29.7","49.1","27.2","76","0.0799656061908856","0.0206362854686157","100","95.1","0.327793167128347","0.274238227146814","0.0683287165281625","0.174515235457064","0.106186518928901","7.5","56.6","95.1","0","44.9725","0.375","0.213414634146341","3.5","72.6","0.00625978090766823","0.00938967136150235","28.93","0.167530224525043","28.7","0.530516431924883"
"36","42003101800","Census Tract 1018, Allegheny County, Pennsylvania","4.9","0","2","35","0","0","57.6","94.8","0.230582524271845","0.169902912621359","0.0796116504854369","0.255825242718447","0.212135922330097","3.7","66.9","94.8","5","65.628","0.628","0.203140333660451","5.9","86.3","0","0","12.07","0.0707213578500707","15.5","0.107172995780591"
"37","42003110200","Census Tract 1102, Allegheny County, Pennsylvania","7.6","7.7","10","72","0.0206323687031083","0.00190246516613076","50.4","98","0.201350916693471","0.140559665487295","0.0652943068510775","0.226117722740431","0.346735284657446","3.5","66.1","98","0.2","66.0923809523809","0.644444444444444","0.243161094224924","4.3","77.6","0","0","42.13","0.31338891613536","28.4","0.585671342685371"
"38","42003110600","Census Tract 1106, Allegheny County, Pennsylvania","9.5","15.2","9.5","50","0.0274043433298862","0.00517063081695967","38.4","96","0.119479048697622","0.0883352208380521","0.0515288788221971","0.290486976217441","0.410532276330691","1.3","65","96","0","76.0153465346535","0.495049504950495","0.180467091295117","5.6","84.3","0","0","39.81","0.0875975715524718","23.7","0.310564663023679"
"39","42003111300","Census Tract 1113, Allegheny County, Pennsylvania","11.6","12.2","22.4","72","0.016680227827502","0.0048006509357201","56.1","93.2","0.173503064592173","0.1999057048562","0.0787364450730787","0.24988213107025","0.23008015087223","2.9","66.6","93.2","0","71.571875","0.659090909090909","0.15211970074813","3","79","0","0.037037037037037","45.41","0.251810136765889","33.4","0.701481481481481"
"40","42003111400","Census Tract 1114, Allegheny County, Pennsylvania","31.5","58.8","37.2","94","0.0307414104882459","0.0598553345388788","100","88.4","0.312631578947368","0.171578947368421","0.129473684210526","0.210526315789474","0.06","12.9","56.6","88.4","1.5","71.668306010929","0.513661202185792","0.0996563573883162","4.2","69","0.00671140939597315","0","48.92","0.382297551789077","29","0.541946308724832"
"41","42003111500","Census Tract 1115, Allegheny County, Pennsylvania","18.6","18.5","30.1","99","0.0488073394495413","0.0109357798165138","71.7","90.7","0.200956937799043","0.188038277511962","0.077511961722488","0.22488038277512","0.215789473684211","6.7","58.2","90.7","20.1","66.5941896024465","0.590214067278288","0.22289156626506","2.4","69.8","0","0.017337807606264","37.51","0.453064391000776","35","0.892058165548098"
"42","42003120300","Census Tract 1203, Allegheny County, Pennsylvania","20.2","30.6","30.2","89","0.0590015128593041","0.0182299546142209","65.3","94.7","0.487155963302752","0.156880733944954","0.152293577981651","0.0752293577981651","0.0752293577981651","18.3","49.6","94.7","35.1","82.3211538461538","0.611538461538462","0","14.8","71.4","0","0.0163710777626194","52.76","0.724565756823821","36.8","0.572987721691678"
"43","42003120400","Census Tract 1204, Allegheny County, Pennsylvania","47.4","48.1","44.4","81","0.13745704467354","0.0740549828178694","0","87.7","0.409356725146199","0.222222222222222","0.212475633528265","0.0331384015594542","0","27.7","37.6","87.7","0","36.3636363636364","0.506493506493506","0.235294117647059","6.4","43.8","0","0","65.24","0.7","44.9","0.570247933884298"
"44","42003120700","Census Tract 1207, Allegheny County, Pennsylvania","31.8","45.2","40","42","0.0384615384615385","0.118343195266272","0","82.6","0.456488549618321","0.215267175572519","0.0916030534351145","0.0534351145038168","0.00916030534351145","16.3","39.6","82.6","66.7","25.7142857142857","0.8","0.170212765957447","0","47.7","0.0294840294840295","0.027027027027027","50","0.269709543568465","52.1","0.597051597051597"
"45","42003120800","Census Tract 1208, Allegheny County, Pennsylvania","43","50.7","45.5","61","0.0225303292894281","0.0577123050259965",,"71","0.376146788990826","0.203669724770642","0.0917431192660551","0.0385321100917431","0","29","22.9","71","0","78.2608695652174","0.608695652173913","0.380952380952381","2.3","45.5","0.0340425531914894","0","52.7","0.427184466019417","42.5","0.680851063829787"
"46","42003130100","Census Tract 1301, Allegheny County, Pennsylvania","52.3","54.2","59.2","215","0.0977382875605816","0.0302907915993538","90.6","79.3","0.368951612903226","0.212701612903226","0.126008064516129","0.0473790322580645","0.0383064516129032","25.2","42.7","79.3","38.9","72.9","0.670634920634921","0.317647058823529","2.1","51","0.0167310167310167","0.0283140283140283","49.05","0.472019464720195","41.6","0.643500643500644"
"47","42003130200","Census Tract 1302, Allegheny County, Pennsylvania","37.3","47.5","38.5","139","0.0201535508637236","0.0146833013435701","22.3","91.9","0.348734873487349","0.277227722772277","0.0814081408140814","0.11991199119912","0.0913091309130913","16.4","45","91.9","0","43.2806451612903","0.876344086021505","0.227272727272727","0","68.6","0.0142566191446029","0.0305498981670061","56.9","0.521008403361345","29.7","0.427698574338086"
"48","42003130300","Census Tract 1303, Allegheny County, Pennsylvania","27.7","31","42","61","0.0980592441266599","0.00357507660878447",,"88.3","0.282296650717703","0.339712918660287","0.124401913875598","0.0466507177033493","0.0897129186602871","15.9","38.8","88.3","14.4","74.113986013986","0.524475524475524","0.0797101449275362","2.9","52.2","0","0","30.37","0.665236051502146","30.4","0.605815831987076"
"49","42003130400","Census Tract 1304, Allegheny County, Pennsylvania","41.6","56.3","38.4","107","0.0359897172236504","0.0284061696658098","77.5","75.2","0.384244372990354","0.135048231511254","0.0996784565916399","0.0948553054662379","0.0385852090032154","15","45.1","75.2","12.9","63.7206896551724","0.517241379310345","0.252631578947368","7.4","44.9","0","0","67.05","0.298360655737705","54.9","0.409302325581395"
"50","42003130600","Census Tract 1306, Allegheny County, Pennsylvania","30.8","51.7","48.3","164","0.146601510439805","0.0167036872501111","59.9","95","0.550468262226847","0.22840790842872","0.0650364203954214","0.072840790842872","0.0327783558792924","17.4","41.6","95","12.6","53.9310924369748","0.414565826330532","0.160377358490566","8.4","65.7","0.00563777307963354","0.00704721634954193","45.98","0.245014245014245","32.5","0.656800563777308"
"51","42003140100","Census Tract 1401, Allegheny County, Pennsylvania","4.2","50","2.7","24","0.0124573035965441","0","100","96.5","0.0487491982039769","0.0570878768441309","0.018601667735728","0.266196279666453","0.574727389352149","5.9","42.9","96.5","0.9","36.3976474005228","0.990124891083358","0.212081418253447","2.9","91.3","0","0","57.52","0.0679133858267717","12.4","0.196885428253615"
"52","42003140200","Census Tract 1402, Allegheny County, Pennsylvania","15.6","57.1","3.7","65","0.0262105730786317","0.00648600621945802",,"97.6","0.0392301998519615","0.074759437453738","0.0244263508512213","0.325684678016284","0.512213175425611","3.7","57.4","97.6","2.7","49.4051502145923","0.860515021459227","0.236801242236025","2.9","89.9","0","0","44.2","0.217488789237668","23.9","0.560038424591739"
"53","42003140300","Census Tract 1403, Allegheny County, Pennsylvania","2.4","0","1.9","21","0.00371747211895911","0.000405542412977357","84.6","97.9","0.0913442361388113","0.0546469884323893","0.00757877941763063","0.227762265656163","0.597925807738333","2.2","71.6","97.9","2.5","68.1481876332623","0.464818763326226","0.247476963580518","3.4","91.9","0","0.0268636668905306","30.68","0.171222279525529","13.8","0.428475486903962"
"54","42003140400","Census Tract 1404, Allegheny County, Pennsylvania","3","0","1.3","20","0.00261369576581286","0","81.5","98.6","0.0458190148911798","0.0395189003436426","0.00687285223367698","0.262313860252005","0.631156930126002","2.1","71.6","98.6","0","39.527485380117","0.83625730994152","0.229612492770388","5.7","93.7","0","0","28.91","0.0738037307380373","10.4","0.215526046986721"
"55","42003140500","Census Tract 1405, Allegheny County, Pennsylvania","19.5","60.6","11","85","0.023089609675646","0.0130291368884002","100","95.2","0.135849056603774","0.112578616352201","0.139622641509434","0.30251572327044","0.261635220125786","5.6","70","95.2","9.4","59.7077253218884","0.725321888412017","0.220841300191205","2.1","83.5","0","0","33.75","0.229020979020979","25.7","0.683908045977011"
"56","42003140600","Census Tract 1406, Allegheny County, Pennsylvania","8","39.3","4.8","72","0.0117044623262619","0.000658376005852231","88.8","98.6","0.0611407468198605","0.0960196963479688","0.0381616741895773","0.315551908083709","0.475584735330324","4.5","74.3","98.6","0","64.9826347305389","0.748502994011976","0.263231850117096","5.1","91.7","0","0.00886766712141883","34.44","0.192942515651679","18.8","0.370395634379263"
"57","42003140800","Census Tract 1408, Allegheny County, Pennsylvania","0","0","8.7","0","0.00721732157177225","0.00612135792568832","83.1","97.3","0.0788804071246819","0.0756997455470738","0.0216284987277354","0.315203562340967","0.481552162849873","3.2","62.4","97.3","2","52.0990196078431","0.714052287581699","0.254202401372213","5.1","91.7","0.0204708290685773","0.0122824974411464","36.47","0.210658622423328","17.1","0.519447287615148"
"58","42003141000","Census Tract 1410, Allegheny County, Pennsylvania","1.9","0","2.4","5","0","0.0392722710163112","65","97.1","0.079155672823219","0.0593667546174142","0.025065963060686","0.263852242744063","0.54353562005277","5.4","65.9","97.1","0","64.1025641025641","0.769230769230769","0.223628691983122","5.7","84.4","0.0110132158590308","0","36","0.228690228690229","9.5","0.251101321585903"
"59","42003141100","Census Tract 1411, Allegheny County, Pennsylvania","1.9","20.7","9.6","6","0.00277520814061055","0.0925069380203515","64.7","95","0.294117647058824","0.0970588235294118","0.0715686274509804","0.197058823529412","0.290196078431373","4.9","66.3","95","22","77.05","0.527777777777778","0.224778761061947","2.8","79.7","0","0.00166112956810631","47.95","0.16722972972973","18.1","0.13953488372093"
"60","42003141300","Census Tract 1413, Allegheny County, Pennsylvania","8.4","55.1","6.6","74","0.0142797144057119","0.00212095758084838","68.8","95.3","0.138187616263619","0.0600584639914961","0.0550093010895562","0.341482859420675","0.358224820621844","1.6","58.2","95.3","0","50.9637236084453","0.723608445297505","0.432137834036568","4.3","84.2","0","0.0370813397129187","41.26","0.308870967741936","28.2","0.67384370015949"
"61","42003141400","Census Tract 1414, Allegheny County, Pennsylvania","2.3","9.6","4","29","0.0167259042441982","0.00330336608822915","63.8","97","0.106894066778765","0.0963247657938986","0.0405957242373289","0.353831371607014","0.372567859716551","3.6","58.8","97","3.1","59.5476043276662","0.673879443585781","0.30766935243211","4.3","81.8","0.034564958283671","0.00874056416368693","40.7","0.2","25.6","0.498609455701232"
"62","42003151600","Census Tract 1516, Allegheny County, Pennsylvania","2.2","7.9","7.4","16","0.0105494505494505","0","14.9","92.8","0.276470588235294","0.139705882352941","0.0612745098039216","0.240196078431373","0.21078431372549","6.1","65.6","92.8","29.7","50.903137254902","0.686274509803922","0.273605150214592","2.1","70.3","0","0.00964066608238387","21.19","0.187134502923977","11.9","0.404907975460123"
"63","42003151700","Census Tract 1517, Allegheny County, Pennsylvania","6.2","20","7.8","86","0.018768452129903","0.00565162378743146","71","96.5","0.20954003407155","0.132635677780482","0.0635191044049647","0.262594305183743","0.29666585543928","5.9","71.1","96.5","4","83.3368815592204","0.517241379310345","0.222042793702059","6.1","83.7","0.00655200655200655","0","22.73","0.16254533465216","14.8","0.410728910728911"
"64","42003160800","Census Tract 1608, Allegheny County, Pennsylvania","11.1","11.2","19.7","65","0.0321830166731291","0.0138813493602171","0","92.8","0.305822784810127","0.125063291139241","0.11746835443038","0.266329113924051","0.113417721518987","5.6","66.8","92.8","1.5","70.3870514820593","0.52418096723869","0.288834951456311","6.7","83.4","0","0.0265553869499241","35.36","0.136334405144695","22.9","0.54855842185129"
"65","42003160900","Census Tract 1609, Allegheny County, Pennsylvania","5.4","0","15","24","0.0255836264790534","0.00313399424368404","100","94.8","0.206435643564356","0.0693069306930693","0.0712871287128713","0.295544554455446","0.304950495049505","3.4","65.1","94.8","0","61.5920720720721","0.788288288288288","0.288321167883212","6.5","83.6","0","0.008274231678487","23.73","0.0923497267759563","24.2","0.689125295508274"
"66","42003170200","Census Tract 1702, Allegheny County, Pennsylvania","3.4","37.9","9.2","11","0.00716537689882488","0.00212095156205216","0","96.8","0.243290805103388","0.107347118345799","0.0272767267927849","0.347558293004839","0.242850857897052","2.6","75.4","96.8","1","76.2401315789474","0.794407894736842","0.293650793650794","2.7","75.7","0","0","45.74","0.151389464952302","28.2","0.514095335725269"
"67","42003170600","Census Tract 1706, Allegheny County, Pennsylvania","5.1","15.5","16","15","0.0110497237569061","0.0116635972989564","0","93","0.262587141750581","0.175058094500387","0.0728117738187452","0.238574748257165","0.180480247869868","6.4","68.2","93","1.5","81.0421203438395","0.372492836676218","0.176287051482059","4","80.6","0","0.0172612197928654","36.34","0.103921568627451","23.8","0.452243958573072"
"68","42003180300","Census Tract 1803, Allegheny County, Pennsylvania","22.2","29.2","48.4","123","0.0783604581072936","0.0314044605183846","15.8","92.1","0.445838837516513","0.276750330250991","0.0614266842800528","0.095112285336856","0.0422721268163804","9.8","56.5","92.1","0","75.4349137931034","0.775862068965517","0.321266968325792","4.4","61.1","0.00736067297581493","0","44.76","0.301587301587302","31.6","0.61198738170347"
"69","42003180700","Census Tract 1807, Allegheny County, Pennsylvania","10.9","43.6","19.1","41","0.0338983050847458","0.00824858757062147","0","94.5","0.32579185520362","0.202327084680026","0.0956690368455074","0.229476405946994","0.0917905623787977","3.5","64","94.5","19.8","76.2391304347826","0.5","0.256281407035176","3.1","78.8","0","0.00405268490374873","37.22","0.122935779816514","29.7","0.506585612968592"
"70","42003190300","Census Tract 1903, Allegheny County, Pennsylvania","8.3","0","4.9","31","0.0479251899473992","0","0","96.8","0.204365079365079","0.194444444444444","0.0687830687830688","0.305555555555556","0.19510582010582","0.8","69.6","96.8","9","78.949356223176","0.454935622317597","0.234615384615385","7","83.7","0","0","21.98","0.261044176706827","17.1","0.410307234886026"
