"","GEOID","Tract","INDI_1_21n1_fam","INDI_1_21n1_sing_women","INDI_1_31n4","INDI_1_31n3","INDI_1_31n7","INDI_1_31n8","INDI_4_22n1","INDI_4_31n1","INDI_4_31n2","INDI_4_31n3","INDI_4_31n4","INDI_4_31n5","INDI_4_31n6","INDI_8_52n1","INDI_8_61n1","INDI_8_61n2_1","INDI_8_61n2_2","Disc_labor","Disc_sc_enroll","STEM_major","INDI_9_22n1","INDI_9_c1n1","inad_plum","inad_rooms","INDI_11_31n2","use_pub_trans","Earn_lessthan_35K_30p_house_cost","percent_of_renters"
"1","","","Current poverty levels as defined by USA, by sections of the population. {family}(des)","Current poverty levels as defined by USA, by sections of the population. {single women}(des)","Percent of people covered by at least one social protection benefit, by sections of the population (FOOD STAMPS) (des)","Percentage of population receiving TANF, by sections of the population","Percent of people with disabilities receiving disability cash benefit (Unemploy)","Unemploy below poverty level, receiving cash benefits","Percentage of 3, and 4 year children attending preschool programs, by section of population.Census 3 to 4 year olds enrolled in school (asc)","Percentage of adults with did not complete high school or high school equivalency, by section of population. {%s high school completeion}.Adults with less than high school (25 yeards old or higher)(desc)","Percentage of adults that complete high school or high school equivalency, by section of population.","Percentage of adults who have attending college, by section of population","Percentage of adults who have earned a 1 year or 2 year professional certificate or an Associates Degree, by section of population.","Unemployment rate, by section of population.","Employment rate of youth ages 15 - 21, by section of the population.Unemployment 16 to 19 years (asc)","Percentage of adults who have earned a Graduate degree or higher, by section of population","High school completion rate, by section of the population. Over 25 years that completed high school (asc)","High school completion rate, by section of the population. Population between 18 and 24 that completed highschool(asc)","Disconected participation labor force of the young","Disconected school enroll of the young","Percent of adults that studied in a STEM field","Ratio of manufacturing jobs to all jobs, by section of population (des)","Availability of high speed data services. (percentage of homes)(asc)","Inadequate Plumbing","Inadequate N of rooms","Ratio of available housing stock to population growth. (affordability). 35% or more of household income (des)","Use public transportation to go to work when they have a vehicle available","Earn less than 35k and spend more than 30% in housing cost","Percent of families that live in a rented place",""
"342","42003525100","Census Tract 5251, Allegheny County, Pennsylvania","1.1","8.2","3.7","6","0","0.0189221556886228","73.3","96.8","0.138153647514525","0.173014848289219","0.0845706907682376","0.300839251129761","0.271142672692059","3","70.4","96.8","9.8","51.1448","0.648","0.250519750519751","13.2","88.3","0","0.00419287211740042","8.45","0.0198300283286119","14.2","0.174004192872117"
"343","42003525200","Census Tract 5252, Allegheny County, Pennsylvania","6.9","30.6","13.4","37","0.0142226581657675","0.0173124080431584","65","91.2","0.280474649406688","0.116504854368932","0.0598705501618123","0.268608414239482","0.186084142394822","5.2","54.1","91.2","0","69.7178378378378","0.345945945945946","0.252024291497976","5.3","75.3","0","0","29.2","0.0339805825242718","24.2","0.569525395503747"
"344","42003525300","Census Tract 5253, Allegheny County, Pennsylvania","6.2","37.3","4.7","36","0.00485698866702644","0.0134916351861846","60","95","0.223700120918984","0.151148730350665","0.0749697702539299","0.27509068923821","0.22490931076179","5.1","60.1","95","4.1","48.5406504065041","0.792682926829268","0.237527114967462","10.7","81.1","0","0.011727078891258","19.06","0.0105465004793864","14.4","0.329424307036247"
"345","42003526101","Census Tract 5261.01, Allegheny County, Pennsylvania","2.2","9","4.4","46","0.00849292256452956","0","57","95.1","0.24609865470852","0.182242152466368","0.0850224215246637","0.27695067264574","0.160896860986547","2","63.3","95.1","4.7","47.3267730496454","0.702127659574468","0.283507145616068","12","90.6","0","0.00233566900233567","16.91","0.0138183869148336","6.7","0.193860527193861"
"346","42003526102","Census Tract 5261.02, Allegheny County, Pennsylvania","4.8","26.7","7.6","28","0.00788732394366197","0.012169014084507","19.1","91.5","0.337239583333333","0.159505208333333","0.137369791666667","0.196614583333333","0.0846354166666667","3.9","60.1","91.5","15","74.4744769874477","0.589958158995816","0.224669603524229","11.1","74.7","0","0","41.35","0.00595238095238095","17.1","0.256438969764838"
"347","42003526201","Census Tract 5262.01, Allegheny County, Pennsylvania","1.9","5.3","3.8","22","0.00449293966623877","0.0122272143774069","49.2","96.2","0.329136690647482","0.180575539568345","0.117625899280576","0.245323741007194","0.0892086330935252","6.4","62.9","96.2","16.2","77.9430412371134","0.675257731958763","0.323201621073961","13.5","81.1","0","0.00588620013080445","12.5","0.0252416756176155","7.6","0.0830608240680183"
"348","42003526202","Census Tract 5262.02, Allegheny County, Pennsylvania","7.3","18","9.2","101","0","0.00747980192859004","52.7","92.2","0.364723467862481","0.174289985052317","0.124364723467862","0.184155455904335","0.0747384155455904","9.5","61.6","92.2","10","66.4045454545455","0.66958041958042","0.249733191035219","6.4","78.1","0.0312997347480106","0","17.38","0.0223985067662156","17","0.171352785145889"
"349","42003526301","Census Tract 5263.01, Allegheny County, Pennsylvania","4.1","17.9","2.3","53","0.00840100812097452","0","33.3","97.4","0.336959900528443","0.185576624184022","0.142368666459434","0.219769972023624","0.0892135529996892","3.5","60.7","97.4","16","59.3685279187817","0.769035532994924","0.317145688800793","11","90.5","0","0.00521739130434783","25.64","0.032072762087123","9.2","0.0295652173913043"
"350","42003526302","Census Tract 5263.02, Allegheny County, Pennsylvania","2.6","16.3","2.4","38","0.00754539023815138","0","63.6","96.5","0.274422268907563","0.219800420168067","0.11265756302521","0.235819327731092","0.122373949579832","3.7","67.3","96.5","5.4","68.7351778656126","0.577075098814229","0.293793103448276","4.8","84.7","0.0090702947845805","0.0036281179138322","27.54","0.0505376344086022","14","0.357369614512472"
"351","42003550900","Census Tract 5509, Allegheny County, Pennsylvania","28.6","38.8","45.6","114","0.0916305916305916","0.0341269841269841","0","83.6","0.474337748344371","0.183774834437086","0.0554635761589404","0.0678807947019868","0.054635761589404","24.7","35.6","83.6","11.6","38.7640449438202","0.455056179775281","0.277027027027027","17.6","53.9","0.0401146131805158","0","45.96","0.188725490196078","33.7","0.548710601719198"
"352","42003551200","Census Tract 5512, Allegheny County, Pennsylvania","32.6","68.1","33.7","258","0.0748851995761215","0.0162133521723773","14.9","88.4","0.517505030181087","0.151710261569416","0.105030181086519","0.0764587525150905","0.0329979879275654","17.2","49.9","88.4","9.7","73.9146453089245","0.530892448512586","0.139285714285714","9.4","59.2","0.00711743772241993","0.00474495848161329","31.91","0.0836591086786552","26.3","0.518979833926453"
"353","42003551300","Census Tract 5513, Allegheny County, Pennsylvania","16.4","43.9","18.6","128","0.0239931448157669","0.00432733504712939","100","92.2","0.390734674777726","0.256434253626579","0.0945250350959289","0.123069723912026","0.0575573233504913","5","64.2","92.2","29.3","75.6961722488038","0.698564593301435","0.188442211055276","8.9","79","0.0072","0","52.87","0","22.5","0.28"
"354","42003551900","Census Tract 5519, Allegheny County, Pennsylvania","56.4","65.2","56.9","146","0.122448979591837","0.0431386347642505","0","81.5","0.460144927536232","0.280797101449275","0.0389492753623188","0.026268115942029","0.00905797101449275","33.2","37.5","81.5","9.8","87.1633027522936","0.186544342507645","0.358974358974359","3.2","28.4","0","0","27.91","0.5","43.2","0.862250262881178"
"355","42003552000","Census Tract 5520, Allegheny County, Pennsylvania","26.7","36.3","23.6","160","0.0527613412228797","0.013905325443787","53.6","86","0.386714116251483","0.300711743772242","0.124555160142349","0.0249110320284698","0.0231316725978648","17.3","50.7","86","13.6","58.9495750708215","0.512747875354108","0.372340425531915","4.1","55.6","0.00617283950617284","0.0194003527336861","61.32","0.123142250530786","38","0.373897707231041"
"356","42003552100","Census Tract 5521, Allegheny County, Pennsylvania","77.7","83.5","73.5","188","0.098546042003231","0.00113085621970921","0","76.5","0.532467532467532","0.0987012987012987","0.0415584415584416","0.0510822510822511","0.0406926406926407","2.2","21.5","76.5","4.1","61.2310344827586","0.436781609195402","0.0660377358490566","12.4","37.7","0","0.113970588235294","36.43","0.977272727272727","44.8","0.887867647058823"
"357","42003552200","Census Tract 5522, Allegheny County, Pennsylvania","14.8","3.4","35.2","19","0.0405027932960894","0.0317039106145251","0","84.4","0.427244582043344","0.0959752321981424","0.21671826625387","0.103715170278638","0","14.2","45.4","84.4","43.1","90.8987012987013","0.246753246753247","0.0777777777777778","0","48.7","0.0509164969450102","0.00407331975560081","64.61","0.0849673202614379","29.5","0.446028513238289"
"358","42003552300","Census Tract 5523, Allegheny County, Pennsylvania","32","40.1","46.8","157","0.0700824499411072","0.0277974087161366","12.2","87.4","0.434913468773514","0.249811888638074","0.100827689992476","0.0662151993980436","0.0225733634311512","22","45.9","87.4","27.3","54.8595907928389","0.447570332480818","0.277777777777778","8.1","59.6","0.023945267958951","0.0171037628278221","69.11","0.209563994374121","41.1","0.389965792474344"
"359","42003552400","Census Tract 5524, Allegheny County, Pennsylvania","10","13.7","20","70","0.0318201103097157","0.0232498939329656","16.5","89.7","0.451833740831296","0.15158924205379","0.105134474327628","0.144743276283619","0.043520782396088","8.9","53.9","89.7","12.5","61.1762711864407","0.480225988700565","0.217002237136465","14.7","67.4","0","0.0109204368174727","53.63","0.0285016286644951","22.9","0.317472698907956"
"360","42003560400","Census Tract 5604, Allegheny County, Pennsylvania","16.7","30.7","19.9","47","0.0541082164328657","0.0166332665330661","65.7","87.6","0.285831285831286","0.17035217035217","0.0909090909090909","0.224406224406224","0.104832104832105","13.5","54.6","87.6","0.8","78.7484320557491","0.536585365853659","0.0921348314606742","3.2","77.6","0","0.0376522702104097","51.39","0.398214285714286","49.2","0.872646733111849"
"361","42003560500","Census Tract 5605, Allegheny County, Pennsylvania","2.1","26.8","2.8","11","0.0240362811791383","0.00607709750566893","61.9","97.1","0.073194377120698","0.120698012603005","0.0329617062530296","0.439166262724188","0.304895782840523","7.7","74.2","97.1","24.5","55.3327380952381","0.738095238095238","0.248373743347132","9.1","91.1","0.00596125186289121","0","26.03","0.24896265560166","19.9","0.549180327868853"
"362","42003560600","Census Tract 5606, Allegheny County, Pennsylvania","26","36.3","46.5","33","0.102017937219731","0.0598654708520179","0","87.7","0.293167701863354","0.187577639751553","0.0770186335403727","0.206211180124224","0.11304347826087","19.9","50.9","87.7","10.3",,"0.183908045977011","0.221789883268482","4","59.1","0","0.00683760683760684","35.06","0.464285714285714","39.6","0.798290598290598"
"363","42003561000","Census Tract 5610, Allegheny County, Pennsylvania","32.6","39.2","35.5","95","0.0829918032786885","0.0283811475409836","0","89.4","0.31358024691358","0.22962962962963","0.185185185185185","0.112345679012346","0.0530864197530864","12.3","59.4","89.4","10.9","68.0610526315789","0.473684210526316","0.0434782608695652","1","72.3","0","0","45.93","0.541850220264317","36.5","0.635111876075731"
"364","42003561100","Census Tract 5611, Allegheny County, Pennsylvania","33.7","30.9","45","68","0.0771653543307087","0.0359055118110236","23.1","87.3","0.479646017699115","0.230088495575221","0.0955752212389381","0.0672566371681416","0","17.8","35.6","87.3","68","60","0.413333333333333","0.0833333333333333","0","53.4","0","0.0152671755725191","77.84","0.588235294117647","50.4","0.56234096692112"
"365","42003561200","Census Tract 5612, Allegheny County, Pennsylvania","18.6","31.6","48.2","54","0.0950888192267503","0.0160919540229885",,"89.2","0.395933014354067","0.299043062200957","0.119617224880383","0.041866028708134","0.0358851674641148","5.7","46.3","89.2","2","34.7691780821918","0.568493150684932","0","1.4","50.6","0","0.0301204819277108","52.19","0.285310734463277","44","0.508032128514056"
"366","42003561400","Census Tract 5614, Allegheny County, Pennsylvania","23","38.8","18.4","218","0.0272373540856031","0.0184695201037613","100","93.7","0.34093037777084","0.206993443646581","0.169528566968467","0.109272556977833","0.109896971589135","15.8","48.1","93.7","14.1","71.583282208589","0.487730061349693","0.206724782067248","3.5","56.6","0.00986342943854325","0.00493171471927162","35.64","0.223300970873786","37.4","0.646433990895296"
"367","42003561500","Census Tract 5615, Allegheny County, Pennsylvania","22.4","33.3","24.9","141","0.0340953118946145","0.0163502518403719",,"92","0.29890590809628","0.200437636761488","0.0835886214442013","0.200437636761488","0.136542669584245","14.2","52.8","92","0","81.7020066889632","0.551839464882943","0.171794871794872","3.5","66","0.0270425776754891","0.00517836593785961","53.14","0.319849482596425","37.1","0.50517836593786"
"368","42003561600","Census Tract 5616, Allegheny County, Pennsylvania","16.8","27.2","42.6","80","0.0471436494731004","0.011924570160843","48.1","83.1","0.338709677419355","0.246844319775596","0.14656381486676","0.0722300140252454","0.0266479663394109","6.1","63.4","83.1","0","68.4594315245478","0.431524547803618","0.225806451612903","8.2","64.4","0.0146067415730337","0.00786516853932584","38.12","0.194897959183673","28.8","0.38876404494382"
"369","42003561700","Census Tract 5617, Allegheny County, Pennsylvania","11.8","24.3","28.8","27","0.0743919885550787","0.0320457796852647","100","85","0.456198347107438","0.185123966942149","0.105785123966942","0.0743801652892562","0.028099173553719","8.5","52.2","85","20.6","32.4885964912281","0.447368421052632","0.0625","7.1","69.5","0","0","50.35","0.166123778501629","28.8","0.462209302325581"
"370","42003561900","Census Tract 5619, Allegheny County, Pennsylvania","29.3","47","35.8","161","0.0863109048723898","0.0124361948955916","90.8","86.3","0.410520887055183","0.216090768437339","0.0644662197008767","0.120680763280041","0.0510572460030944","19.7","36.3","86.3","12.7","48.65","0.551587301587302","0.369942196531792","6.1","50.5","0","0","72.27","0.225908372827804","49.5","0.520969245107176"
"371","42003562000","Census Tract 5620, Allegheny County, Pennsylvania","20","100","11.1","65","0.0491679273827534","0.0123676248108926","0","92.9","0.0780798149219202","0.0722961249277039","0.037593984962406","0.311162521688837","0.429728166570272","13","52.2","92.9","2.4","62.0754098360656","0.856830601092896","0.444927536231884","1.4","78.4","0.00717043574186431","0.00937672366243795","57.79","0.110726643598616","50","0.831218974076117"
"372","42003562300","Census Tract 5623, Allegheny County, Pennsylvania","46.1","58.7","45.7","352","0.123595505617978","0.00816479400749064","87.1","91","0.414943013929928","0.203883495145631","0.109750949767835","0.108906711692697","0.0721823554242296","11.9","33.7","91","42.5","48.45","0.560109289617486","0.215596330275229","1.8","50.5","0","0.0362215909090909","42.65","0.0449574726609964","44","0.594460227272727"
"373","42003562400","Census Tract 5624, Allegheny County, Pennsylvania","12.1","28.1","19.1","87","0.0443279313632031","0.00772163965681601","0","93","0.430997876857749","0.221337579617834","0.0897027600849257","0.125265392781316","0.0631634819532909","10.7","63.1","93","0","60.0552631578947","0.934210526315789","0.243243243243243","4.8","76.3","0","0","50.29","0.287510477787091","27.1","0.311367380560132"
"374","42003562500","Census Tract 5625, Allegheny County, Pennsylvania","20.9","47.3","25.2","139","0.0521281683405069","0","22","89.3","0.410801963993453","0.137479541734861","0.133660665575559","0.112929623567921","0.0976541189307147","9.1","55.3","89.3","5.1","43.831007751938","0.635658914728682","0.221428571428571","7.4","76.7","0","0","52.22","0.0515734265734266","25.1","0.381471389645777"
"375","42003562600","Census Tract 5626, Allegheny County, Pennsylvania","22.7","50.6","37.9","139","0.0612043435340573","0.0216189536031589","52.1","90.9","0.441798941798942","0.212301587301587","0.128968253968254","0.0760582010582011","0.0502645502645503","12.8","55.1","90.9","18.7","51.8092833876222","0.643322475570033","0.353488372093023","7","68.8","0","0","41.74","0.0843720038350911","25.2","0.500974658869396"
"376","42003562700","Census Tract 5627, Allegheny County, Pennsylvania","15.5","53.6","11.8","41","0.0497335701598579","0.0104203670811131","100","92.3","0.127040454222853","0.190915542938254","0.0787792760823279","0.298083747338538","0.227821149751597","6.6","69","92.3","13.7","86.313074204947","0.519434628975265","0.299386503067485","3.5","72.8","0.00580912863070539","0.0564315352697095","37.12","0.166837256908905","36","0.896265560165975"
"377","42003562800","Census Tract 5628, Allegheny County, Pennsylvania","16.4","40.3","20.7","60","0.0597552195824334","0.00813534917206623","0","87.9","0.335274542429285","0.188851913477537","0.101497504159734","0.173044925124792","0.0806988352745424","9.2","61.6","87.9","2.5","86.5281914893617","0.553191489361702","0.285714285714286","6.9","64.5","0.0202020202020202","0","24.24","0.134228187919463","23.4","0.521464646464647"
"378","42003562900","Census Tract 5629, Allegheny County, Pennsylvania","18.2","29.2","29.2","84","0.0586206896551724","0.0195172413793103","36.7","93.3","0.343511450381679","0.223664122137405","0.135114503816794","0.147328244274809","0.083206106870229","6.4","56.3","93.3","0","53.9376404494382","0.679775280898876","0.328220858895706","6.3","64.1","0.00492004920049201","0","60.15","0.102599179206566","27.9","0.372693726937269"
"379","42003563000","Census Tract 5630, Allegheny County, Pennsylvania","14","47.9","16","101","0.0477694433478089","0.0145677062771417","93.2","93.3","0.305773672055427","0.220323325635104","0.0859122401847575","0.218937644341801","0.102540415704388","6","65.4","93.3","11.5","86.9467391304348","0.285326086956522","0.210970464135021","5.1","84.5","0","0.0177880897138438","21.57","0.184733803720334","14.4","0.422273781902552"
"380","42003563100","Census Tract 5631, Allegheny County, Pennsylvania","11.3","12.4","16.8","117","0","0.00262077676034102","51.5","88.4","0.31631254283756","0.140507196710075","0.0870459218642906","0.247087045921864","0.092871830020562","1.8","65.2","88.4","4.9","79.6801556420233","0.478599221789883","0.182238667900092","5.7","81.4","0","0.00995316159250586","31.82","0.162176165803109","18.7","0.284543325526932"
"381","42003563200","Census Tract 5632, Allegheny County, Pennsylvania","23.1","58","23.2","91","0.0844803037494067","0.0121974371143806","100","88.5","0.31307929969104","0.119979402677652","0.0411946446961895","0.211637487126674","0.199279093717817","4.6","67","88.5","0","61.8732240437159","0.590163934426229","0.299765807962529","8.5","66.9","0","0","35.02","0.12432915921288","31.8","0.721779548472776"
"382","42003563300","Census Tract 5633, Allegheny County, Pennsylvania","2.3","6.7","0.2","10","0","0","81.6","98.6","0.152791380999021","0.112634671890304","0.0666013712047013","0.324191968658178","0.330068560235064","1.2","64.9","98.6","28.8","46.7193277310924","0.714285714285714","0.298486932599725","11.4","90.5","0","0","42","0.0166919575113809","13.9","0.0990990990990991"
"383","42003563800","Census Tract 5638, Allegheny County, Pennsylvania","2.1","4.3","2.1","19","0.00651041666666667","0.00849609375","69.2","97.2","0.221803222488858","0.135070277682551","0.0802194034967432","0.317792252314021","0.216660953033939","2.1","51.1","97.2","14.3","47.7754385964912","0.754385964912281","0.276432368576491","9.2","78.2","0.00412979351032448","0.00294985250737463","63.58","0.0229007633587786","12.7","0.287315634218289"
"384","42003563900","Census Tract 5639, Allegheny County, Pennsylvania","8","24.6","8.4","81","0.0157363420427553","0.0036520190023753","41.2","97.8","0.279947489333771","0.161470298654414","0.0912372825730226","0.272727272727273","0.172628815228093","4.5","65.1","97.8","9.3","85.3525862068966","0.46264367816092","0.201477501678979","5","78.6","0","0.0217942219969589","32.01","0.0704500978473581","20.2","0.349214394323365"
"385","42003564000","Census Tract 5640, Allegheny County, Pennsylvania","5.4","22.4","3.8","78","0.00699013157894737","0.0037828947368421","62.5","90.7","0.278544243577545","0.167221693625119","0.112749762131304","0.227402473834443","0.121075166508088","4","69.6","90.7","12.3","64.7502139800285","0.50641940085592","0.357560025957171","13.6","83.6","0.00572129137719657","0.00490396403759706","13.85","0","10.6","0.207601144258275"
"386","42003564100","Census Tract 5641, Allegheny County, Pennsylvania","0.7","0","0.3","2","0","0.0385964912280702","70","99.1","0.0918367346938776","0.116618075801749","0.0451895043731778","0.406705539358601","0.330903790087464","3","66","99.1","3.4","55.625","0.703125","0.316455696202532","11.9","92.2","0.00837988826815642","0.00279329608938547","22.22","0.0315315315315315","7.6","0.0251396648044693"
"387","42003564200","Census Tract 5642, Allegheny County, Pennsylvania","2","1","3.9","13","0.0102481121898598","0.0163969795037756","0","93.4","0.357756153405839","0.20835718374356","0.0910131654264453","0.1740125930166","0.103033772180882","5.1","59.9","93.4","5.4","75.7056074766355","0.383177570093458","0.423762376237624","7.6","71.3","0","0","20","0.030188679245283","21.1","0.261278195488722"
"388","42003564400","Census Tract 5644, Allegheny County, Pennsylvania","4.9","13.7","10.5","78","0.016141889198884","0.00263053009166999","52.7","92","0.428693973836586","0.176924726570877","0.0913574951747802","0.176710272356852","0.0467510186575166","6.4","56","92","25.2","53.3254143646409","0.55524861878453","0.13896218117854","10.7","75.5","0","0.0121726300258207","27.74","0.0408781226343679","20.1","0.239763924751014"
"389","42003564500","Census Tract 5645, Allegheny County, Pennsylvania","4.5","14.3","5.8","40","0.00925181013676589","0.016331456154465","0","96.3","0.378571428571429","0.16875","0.170089285714286","0.203125","0.0424107142857143","7","58","96.3","24.4","44.8033210332103","0.808118081180812","0.326315789473684","9.4","78.6","0","0.0056406124093473","21.15","0.0565760470242469","10.5","0.150684931506849"
"390","42003980000","Census Tract 9800, Allegheny County, Pennsylvania",,,,"0","NaN",,,,"NaN","NaN","NaN","NaN","NaN",,,,,,"NaN","NaN",,,"NaN","NaN","NaN",,,"NaN"
"391","42003980100","Census Tract 9801, Allegheny County, Pennsylvania","100",,"0","5","0","0",,"100","0.153846153846154","0","0","0.653846153846154","0.192307692307692","0","84.6","100",,,"NaN","0.666666666666667","0","40.9","0","0","0","0","22.7","0.590909090909091"
"392","42003980300","Census Tract 9803, Allegheny County, Pennsylvania",,,,"0","NaN",,,,"NaN","NaN","NaN","NaN","NaN",,,,,,"NaN","NaN",,,"NaN","NaN","NaN",,,"NaN"
"393","42003980400","Census Tract 9804, Allegheny County, Pennsylvania",,,,"0","NaN",,,,"NaN","NaN","NaN","NaN","NaN",,,,,,"NaN","NaN",,,"NaN","NaN","NaN",,,"NaN"
"394","42003980500","Census Tract 9805, Allegheny County, Pennsylvania","0",,"0","0","0",,,"76.5","0","0","0","0","0.764705882352941","0","52.9","76.5",,,"NaN","0","0","50","0","0","NaN","0","50","0"
"395","42003980600","Census Tract 9806, Allegheny County, Pennsylvania",,,"0","0","0",,,"100","1","0","0","0","0",,"0","100",,,"NaN","NaN",,"0","0","0","NaN",,"0","0"
"396","42003980700","Census Tract 9807, Allegheny County, Pennsylvania",,,"0","0","0",,,"100","0","0","0","0","1","0","100","100",,,"NaN","0","0","100","0","0","0","1","0","1"
"397","42003980800","Census Tract 9808, Allegheny County, Pennsylvania",,,,"0","NaN",,,,"NaN","NaN","NaN","NaN","NaN",,,,,,"NaN","NaN",,,"NaN","NaN","NaN",,,"NaN"
"398","42003980900","Census Tract 9809, Allegheny County, Pennsylvania",,,,"0","0",,,"77.2","0.548103353490929","0.192413413963716","0.0313358988455195","0","0",,"0","77.2","14",,"0.0254777070063694","NaN",,,"NaN","NaN","NaN",,,"NaN"
"399","42003981000","Census Tract 9810, Allegheny County, Pennsylvania",,,,"0","NaN",,,,"NaN","NaN","NaN","NaN","NaN",,,,,,"NaN","NaN",,,"NaN","NaN","NaN",,,"NaN"
"400","42003981100","Census Tract 9811, Allegheny County, Pennsylvania",,,"0","0","0",,,"100","0","1","0","0","0","0","100","100",,,"NaN","NaN","100","100","0","0","0","0","0","1"
"401","42003981200","Census Tract 9812, Allegheny County, Pennsylvania",,,,"0","NaN",,,,"NaN","NaN","NaN","NaN","NaN",,,,,,"NaN","NaN",,,"NaN","NaN","NaN",,,"NaN"
"402","42003981800","Census Tract 9818, Allegheny County, Pennsylvania",,,"0","0","0","0",,"100","0.333333333333333","0.333333333333333","0","0.333333333333333","0","6.7","46.1","100","7.5","51.2539419087137","0.933609958506224","0","0.9","33.3","0","0","100",,"66.6","0.666666666666667"
"403","42003982200","Census Tract 9822, Allegheny County, Pennsylvania","0",,"0","0","0","0",,"100","0","0","0","1","0","18","26.2","100","0","31.8090614886731","1","0","2.8","31.6","0","0","100","0","79","0.789473684210526"
